timestamp,frame_id,cctv_name,state,avg_speed,vehicle_count,lane_count,accident
2026-04-22 11:19:35,978,[수원광명선] 수원 구봉산터널,CONGESTION,2.59,5,2,False
2026-04-22 11:19:38,1005,[수원광명선] 수원 구봉산터널,CONGESTION,2.71,5,2,False
2026-04-22 11:19:41,1041,[수원광명선] 수원 구봉산터널,CONGESTION,2.82,3,2,False
2026-04-22 11:19:45,1081,[수원광명선] 수원 구봉산터널,CONGESTION,2.72,4,2,False
2026-04-22 11:19:48,1117,[수원광명선] 수원 구봉산터널,CONGESTION,2.84,3,2,False
2026-04-22 11:19:51,1154,[수원광명선] 수원 구봉산터널,CONGESTION,2.82,3,2,False
2026-04-22 11:19:54,1193,[수원광명선] 수원 구봉산터널,CONGESTION,2.83,5,2,False
2026-04-22 11:19:57,1229,[수원광명선] 수원 구봉산터널,CONGESTION,2.76,6,2,False
2026-04-22 11:20:00,1262,[수원광명선] 수원 구봉산터널,CONGESTION,2.73,2,2,False
2026-04-22 11:20:03,1302,[수원광명선] 수원 구봉산터널,CONGESTION,2.66,3,2,False
2026-04-22 11:20:07,1339,[수원광명선] 수원 구봉산터널,CONGESTION,2.44,3,2,False
2026-04-22 11:20:10,1372,[수원광명선] 수원 구봉산터널,CONGESTION,2.36,3,2,False
2026-04-22 11:20:13,1419,[수원광명선] 수원 구봉산터널,JAM,2.2,5,2,False
2026-04-22 11:20:16,1465,[수원광명선] 수원 구봉산터널,JAM,2.18,5,2,False
2026-04-22 11:20:19,1509,[수원광명선] 수원 구봉산터널,JAM,2.29,5,2,False
2026-04-22 11:20:22,1553,[수원광명선] 수원 구봉산터널,JAM,2.24,3,2,False
2026-04-22 11:20:25,1604,[수원광명선] 수원 구봉산터널,CONGESTION,2.52,3,2,False
2026-04-22 11:20:29,1650,[수원광명선] 수원 구봉산터널,CONGESTION,2.58,4,2,False
2026-04-22 11:20:32,1694,[수원광명선] 수원 구봉산터널,CONGESTION,2.65,6,2,False
2026-04-22 11:20:35,1733,[수원광명선] 수원 구봉산터널,CONGESTION,2.65,4,2,False
2026-04-22 11:20:38,1772,[수원광명선] 수원 구봉산터널,CONGESTION,2.67,3,2,False
2026-04-22 11:20:41,1809,[수원광명선] 수원 구봉산터널,CONGESTION,2.71,4,2,False
2026-04-22 11:20:44,1846,[수원광명선] 수원 구봉산터널,CONGESTION,2.71,5,2,False
